reach_node_index,distance_covered,flow_accumulation
3678424,1062,1.07E+07
3678425,1063,1.07E+07
3681126,1064,1.07E+07
3683827,1065,1.07E+07
3683828,1066,1.07E+07
3686529,1067,1.07E+07
3689230,1068,1.07E+07
3689231,1069,1.07E+07
3691932,1070,1.07E+07
3694633,1071,1.07E+07
3697334,1072,1.07E+07
3697335,1073,1.07E+07
3700036,1074,1.07E+07
3700037,1075,1.07E+07
3700038,1076,1.07E+07
3700039,1077,1.07E+07
3700040,1078,1.07E+07
3700041,1079,1.07E+07
3700042,1080,1.07E+07
3700043,1081,1.07E+07
3700044,1082,1.07E+07
3700045,1083,1.07E+07
3700046,1084,1.07E+07
3700047,1085,1.07E+07
3700048,1086,1.07E+07
3702749,1087,1.07E+07
3702750,1088,1.07E+07
3702751,1089,1.07E+07
3702752,1090,1.07E+07
3702753,1091,1.07E+07
3702754,1092,1.07E+07
3702755,1093,1.07E+07
3700056,1094,1.07E+07
3700057,1095,1.07E+07
3700058,1096,1.07E+07
3700059,1097,1.07E+07
3697360,1098,1.07E+07
3694661,1099,1.07E+07
3691962,1100,1.07E+07
3689263,1101,1.07E+07
3689264,1102,1.07E+07
3689265,1103,1.07E+07
3689266,1104,1.07E+07
3691967,1105,1.07E+07
3691968,1106,1.07E+07
3694669,1107,1.07E+07
3697370,1108,1.07E+07
3697371,1109,1.07E+07
3700072,1110,1.07E+07
3697373,1111,1.07E+07
3700074,1112,1.07E+07
3700075,1113,1.07E+07
3697376,1114,1.07E+07
3697377,1115,1.07E+07
3697378,1116,1.07E+07
3697379,1117,1.07E+07
3694680,1118,1.07E+07
3694681,1119,1.07E+07
3694682,1120,1.07E+07
3694683,1121,1.07E+07
3694684,1122,1.07E+07
3694685,1123,1.07E+07
3694686,1124,1.07E+07
3694687,1125,1.07E+07
3694688,1126,1.07E+07
3691989,1127,1.07E+07
3691990,1128,1.07E+07
3691991,1129,1.07E+07
3691992,1130,1.07E+07
3691993,1131,1.07E+07
3691994,1132,1.07E+07
3691995,1133,1.07E+07
3691996,1134,1.07E+07
3691997,1135,1.07E+07
3689298,1136,1.07E+07
3686599,1137,1.07E+07
3686600,1138,1.07E+07
3683901,1139,1.07E+07
3683902,1140,1.07E+07
3683903,1141,1.07E+07
3681204,1142,1.07E+07
3678505,1143,1.07E+07
3678506,1144,1.07E+07
3678507,1145,1.07E+07
3675808,1146,1.07E+07
3675809,1147,1.07E+07
3675810,1148,1.07E+07
3675811,1149,1.07E+07
3673112,1150,1.07E+07
3670413,1151,1.07E+07
3667714,1152,1.07E+07
3665015,1153,1.07E+07
3662316,1154,1.07E+07
3659617,1155,1.07E+07
3656918,1156,1.07E+07
3656919,1157,1.07E+07
3654220,1158,1.07E+07
3651521,1159,1.07E+07
3648822,1160,1.07E+07
3648823,1161,1.07E+07
3646124,1162,1.07E+07
3643425,1163,1.07E+07
3643426,1164,1.07E+07
3643427,1165,1.07E+07
3640728,1166,1.07E+07
3640729,1167,1.07E+07
3638030,1168,1.07E+07
3638031,1169,1.07E+07
3635332,1170,1.07E+07
3632633,1171,1.07E+07
3629934,1172,1.07E+07
3627235,1173,1.07E+07
3627236,1174,1.07E+07
3627237,1175,1.07E+07
3627238,1176,1.07E+07
3624539,1177,1.07E+07
3621840,1178,1.07E+07
3619141,1179,1.07E+07
3619142,1180,1.07E+07
3619143,1181,1.07E+07
3619144,1182,1.07E+07
3616445,1183,1.07E+07
3613746,1184,1.07E+07
3613747,1185,1.07E+07
3613748,1186,1.07E+07
3611049,1187,1.07E+07
3608350,1188,1.07E+07
3605651,1189,1.07E+07
3602952,1190,1.07E+07
3602953,1191,1.07E+07
3602954,1192,1.07E+07
3602955,1193,1.07E+07
3600256,1194,1.07E+07
3600257,1195,1.07E+07
3597558,1196,1.07E+07
3594859,1197,1.11E+07
3592160,1198,1.11E+07
3594861,1199,1.11E+07
3594862,1200,1.11E+07
3594863,1201,1.11E+07
3594864,1202,1.11E+07
3597565,1203,1.11E+07
3594866,1204,1.11E+07
3592167,1205,1.11E+07
3592168,1206,1.11E+07
3592169,1207,1.11E+07
3589470,1208,1.11E+07
3586771,1209,1.11E+07
3586772,1210,1.11E+07
3584073,1211,1.11E+07
3584074,1212,1.11E+07
3581375,1213,1.11E+07
3578676,1214,1.11E+07
3575977,1215,1.11E+07
3573278,1216,1.11E+07
3570579,1217,1.11E+07
3567880,1218,1.11E+07
3565181,1219,1.11E+07
3565182,1220,1.11E+07
3562483,1221,1.11E+07
3559784,1222,1.11E+07
3557085,1223,1.11E+07
3554386,1224,1.11E+07
3554387,1225,1.11E+07
3551688,1226,1.11E+07
3548989,1227,1.11E+07
3546290,1228,1.11E+07
3543591,1229,1.11E+07
3543592,1230,1.11E+07
3540893,1231,1.11E+07
3540894,1232,1.11E+07
3540895,1233,1.11E+07
3540896,1234,1.11E+07
3538197,1235,1.11E+07
3538198,1236,1.11E+07
3535499,1237,1.11E+07
3532800,1238,1.11E+07
3530101,1239,1.11E+07
3530102,1240,1.11E+07
3530103,1241,1.11E+07
3527404,1242,1.11E+07
3527405,1243,1.11E+07
3527406,1244,1.11E+07
3527407,1245,1.11E+07
3524708,1246,1.11E+07
3524709,1247,1.11E+07
3524710,1248,1.11E+07
3524711,1249,1.11E+07
3522012,1250,1.11E+07
3522013,1251,1.11E+07
3522014,1252,1.11E+07
3519315,1253,1.11E+07
3519316,1254,1.11E+07
3519317,1255,1.11E+07
3519318,1256,1.11E+07
3519319,1257,1.11E+07
3519320,1258,1.11E+07
3519321,1259,1.11E+07
3519322,1260,1.11E+07
3519323,1261,1.11E+07
3516624,1262,1.11E+07
3516625,1263,1.11E+07
3516626,1264,1.11E+07
3516627,1265,1.11E+07
3516628,1266,1.11E+07
3516629,1267,1.11E+07
3516630,1268,1.11E+07
3516631,1269,1.11E+07
3516632,1270,1.11E+07
3513933,1271,1.11E+07
3513934,1272,1.11E+07
3513935,1273,1.11E+07
3513936,1274,1.11E+07
3513937,1275,1.11E+07
3513938,1276,1.11E+07
3513939,1277,1.11E+07
3511240,1278,1.11E+07
3508541,1279,1.11E+07
3508542,1280,1.11E+07
3508543,1281,1.11E+07
3508544,1282,1.11E+07
3508545,1283,1.11E+07
3508546,1284,1.11E+07
3505847,1285,1.11E+07
3505848,1286,1.11E+07
3505849,1287,1.11E+07
3503150,1288,1.11E+07
3503151,1289,1.11E+07
3503152,1290,1.11E+07
3503153,1291,1.11E+07
3500454,1292,1.11E+07
3500455,1293,1.11E+07
3497756,1294,1.11E+07
3497757,1295,1.11E+07
3497758,1296,1.11E+07
3500459,1297,1.11E+07
3500460,1298,1.11E+07
3500461,1299,1.11E+07
3503162,1300,1.11E+07
3503163,1301,1.11E+07
3505864,1302,1.11E+07
3508565,1303,1.11E+07
3508566,1304,1.11E+07
3511267,1305,1.11E+07
3511268,1306,1.11E+07
3513969,1307,1.11E+07
3513970,1308,1.11E+07
3513971,1309,1.11E+07
3513972,1310,1.12E+07
3511273,1311,1.12E+07
3508574,1312,1.12E+07
3508575,1313,1.12E+07
3508576,1314,1.12E+07
3508577,1315,1.12E+07
3505878,1316,1.12E+07
3503179,1317,1.12E+07
3500480,1318,1.12E+07
3497781,1319,1.12E+07
3495082,1320,1.12E+07
3495083,1321,1.12E+07
3495084,1322,1.12E+07
3495085,1323,1.12E+07
3495086,1324,1.12E+07
3492387,1325,1.12E+07
3492388,1326,1.12E+07
3492389,1327,1.12E+07
3492390,1328,1.12E+07
3492391,1329,1.12E+07
3492392,1330,1.12E+07
3492393,1331,1.12E+07
3489694,1332,1.12E+07
3486995,1333,1.12E+07
3484296,1334,1.12E+07
3481597,1335,1.12E+07
3478898,1336,1.12E+07
3478899,1337,1.12E+07
3478900,1338,1.12E+07
3478901,1339,1.12E+07
3476202,1340,1.12E+07
3473503,1341,1.12E+07
3470804,1342,1.12E+07
3470805,1343,1.12E+07
3470806,1344,1.12E+07
3470807,1345,1.12E+07
3473508,1346,1.12E+07
3476208,1347,1.12E+07
3478908,1348,1.12E+07
3481609,1349,1.12E+07
3484310,1350,1.12E+07
3487010,1351,1.12E+07
3489710,1352,1.12E+07
3492411,1353,1.12E+07
3495112,1354,1.12E+07
3495113,1355,1.12E+07
3497814,1356,1.12E+07
3500515,1357,1.12E+07
3500516,1358,1.12E+07
3500517,1359,1.12E+07
3500518,1360,1.12E+07
3500519,1361,1.12E+07
3503220,1362,1.12E+07
3500521,1363,1.12E+07
3500522,1364,1.12E+07
3500523,1365,1.12E+07
3500524,1366,1.12E+07
3500525,1367,1.12E+07
3500526,1368,1.12E+07
3500527,1369,1.12E+07
3500528,1370,1.12E+07
3500529,1371,1.12E+07
3500530,1372,1.12E+07
3500531,1373,1.12E+07
3500532,1374,1.12E+07
3500533,1375,1.12E+07
3500534,1376,1.12E+07
3500535,1377,1.12E+07
3500536,1378,1.12E+07
3500537,1379,1.12E+07
3500538,1380,1.12E+07
3500539,1381,1.12E+07
3500540,1382,1.13E+07
3497841,1383,1.13E+07
3495142,1384,1.13E+07
3492443,1385,1.13E+07
3489744,1386,1.13E+07
3487044,1387,1.13E+07
3484344,1388,1.13E+07
3484345,1389,1.13E+07
3484346,1390,1.13E+07
3484347,1391,1.13E+07
3484348,1392,1.13E+07
3484349,1393,1.13E+07
3484350,1394,1.13E+07
3484351,1395,1.13E+07
3484352,1396,1.13E+07
3481653,1397,1.13E+07
3481654,1398,1.13E+07
3478955,1399,1.13E+07
3476256,1400,1.13E+07
3476257,1401,1.13E+07
3476258,1402,1.13E+07
3476259,1403,1.13E+07
3478960,1404,1.13E+07
3478961,1405,1.13E+07
3478962,1406,1.13E+07
3478963,1407,1.13E+07
3478964,1408,1.13E+07
3478965,1409,1.13E+07
3478966,1410,1.13E+07
3478967,1411,1.13E+07
3478968,1412,1.13E+07
3481669,1413,1.13E+07
3481670,1414,1.13E+07
3481671,1415,1.13E+07
3481672,1416,1.13E+07
3481673,1417,1.13E+07
3481674,1418,1.13E+07
3481675,1419,1.13E+07
3481676,1420,1.13E+07
3478977,1421,1.13E+07
3481678,1422,1.13E+07
3484379,1423,1.13E+07
3487080,1424,1.13E+07
3487081,1425,1.13E+07
3487082,1426,1.13E+07
3487083,1427,1.13E+07
3487084,1428,1.13E+07
3487085,1429,1.13E+07
3487086,1430,1.13E+07
3487087,1431,1.13E+07
3484388,1432,1.13E+07
3484389,1433,1.13E+07
3484390,1434,1.13E+07
3484391,1435,1.13E+07
3484392,1436,1.13E+07
3484393,1437,1.13E+07
3484394,1438,1.13E+07
3484395,1439,1.13E+07
3484396,1440,1.13E+07
3487097,1441,1.13E+07
3487098,1442,1.13E+07
3487099,1443,1.13E+07
3487100,1444,1.13E+07
3489801,1445,1.13E+07
3492502,1446,1.13E+07
3492503,1447,1.13E+07
3492504,1448,1.13E+07
3492505,1449,1.13E+07
3492506,1450,1.13E+07
3492507,1451,1.13E+07
3492508,1452,1.13E+07
3492509,1453,1.13E+07
3492510,1454,1.13E+07
3492511,1455,1.13E+07
3492512,1456,1.13E+07
3492513,1457,1.13E+07
3492514,1458,1.13E+07
3492515,1459,1.13E+07
3492516,1460,1.13E+07
3492517,1461,1.13E+07
3492518,1462,1.13E+07
3492519,1463,1.13E+07
3492520,1464,1.13E+07
3492521,1465,1.13E+07
3492522,1466,1.13E+07
3492523,1467,1.13E+07
3492524,1468,1.13E+07
3489825,1469,1.13E+07
3489826,1470,1.13E+07
3489827,1471,1.13E+07
3489828,1472,1.13E+07
3489829,1473,1.13E+07
3489830,1474,1.13E+07
3489831,1475,1.13E+07
3489832,1476,1.13E+07
3489833,1477,1.13E+07
3489834,1478,1.13E+07
3489835,1479,1.13E+07
3489836,1480,1.13E+07
3489837,1481,1.13E+07
3489838,1482,1.13E+07
3489839,1483,1.13E+07
3489840,1484,1.13E+07
3489841,1485,1.13E+07
3489842,1486,1.13E+07
3489843,1487,1.13E+07
3489844,1488,1.13E+07
3489845,1489,1.13E+07
3487146,1490,1.13E+07
3484446,1491,1.13E+07
3484447,1492,1.13E+07
3487148,1493,1.13E+07
3487149,1494,1.13E+07
3487150,1495,1.13E+07
3489851,1496,1.13E+07
3489852,1497,1.13E+07
3489853,1498,1.13E+07
3492554,1499,1.13E+07
3492555,1500,1.13E+07
3492556,1501,1.13E+07
3495257,1502,1.13E+07
3495258,1503,1.13E+07
3497959,1504,1.13E+07
3500660,1505,1.13E+07
3503361,1506,1.13E+07
3506062,1507,1.13E+07
3508763,1508,1.13E+07
3511463,1509,1.13E+07
3514163,1510,1.13E+07
3516863,1511,1.13E+07
3519563,1512,1.13E+07
3522263,1513,1.13E+07
3524964,1514,1.13E+07
3527665,1515,1.13E+07
3530366,1516,1.13E+07
3530367,1517,1.13E+07
3530368,1518,1.13E+07
3533069,1519,1.13E+07
3533070,1520,1.13E+07
3533071,1521,1.13E+07
3533072,1522,1.13E+07
3533073,1523,1.13E+07
3533074,1524,1.13E+07
3533075,1525,1.13E+07
3533076,1526,1.13E+07
3533077,1527,1.13E+07
3535778,1528,1.13E+07
3535779,1529,1.13E+07
3535780,1530,1.13E+07
3535781,1531,1.13E+07
3538482,1532,1.13E+07
3538483,1533,1.13E+07
3538484,1534,1.13E+07
3541185,1535,1.13E+07
3543886,1536,1.13E+07
3543887,1537,1.13E+07
3543888,1538,1.13E+07
3543889,1539,1.13E+07
3543890,1540,1.13E+07
3543891,1541,1.13E+07
3546592,1542,1.13E+07
3546593,1543,1.13E+07
3546594,1544,1.13E+07
3549295,1545,1.13E+07
3551996,1546,1.13E+07
3551997,1547,1.13E+07
3554698,1548,1.13E+07
3557399,1549,1.13E+07
3557400,1550,1.13E+07
3557401,1551,1.13E+07
3557402,1552,1.13E+07
3557403,1553,1.13E+07
3557404,1554,1.13E+07
3557405,1555,1.13E+07
3557406,1556,1.13E+07
3557407,1557,1.13E+07
3557408,1558,1.13E+07
3554709,1559,1.13E+07
3554710,1560,1.13E+07
3552011,1561,1.13E+07
3549312,1562,1.13E+07
3546613,1563,1.13E+07
3543914,1564,1.13E+07
3543915,1565,1.13E+07
3543916,1566,1.13E+07
3543917,1567,1.13E+07
3543918,1568,1.13E+07
3543919,1569,1.13E+07
3543920,1570,1.13E+07
3543921,1571,1.13E+07
3543922,1572,1.13E+07
3543923,1573,1.13E+07
3543924,1574,1.13E+07
3541225,1575,1.13E+07
3538526,1576,1.13E+07
3538527,1577,1.13E+07
3538528,1578,1.13E+07
3538529,1579,1.13E+07
3538530,1580,1.13E+07
3538531,1581,1.13E+07
3538532,1582,1.13E+07
3538533,1583,1.13E+07
3538534,1584,1.13E+07
3538535,1585,1.13E+07
3538536,1586,1.13E+07
3538537,1587,1.13E+07
3538538,1588,1.13E+07
3538539,1589,1.13E+07
3535840,1590,1.13E+07
3535841,1591,1.13E+07
3535842,1592,1.13E+07
3535843,1593,1.13E+07
3535844,1594,1.13E+07
3535845,1595,1.13E+07
3535846,1596,1.13E+07
3535847,1597,1.13E+07
3535848,1598,1.13E+07
3535849,1599,1.13E+07
3533150,1600,1.13E+07
3533151,1601,1.13E+07
3533152,1602,1.13E+07
3533153,1603,1.13E+07
3533154,1604,1.13E+07
3533155,1605,1.13E+07
3530456,1606,1.33E+07
3527756,1607,1.33E+07
3525057,1608,1.33E+07
3522357,1609,1.33E+07
3519658,1610,1.33E+07
3516958,1611,1.33E+07
3514258,1612,1.33E+07
3511559,1613,1.33E+07
3508859,1614,1.33E+07
3506160,1615,1.33E+07
3503460,1616,1.33E+07
3500760,1617,1.33E+07
3500761,1618,1.33E+07
3500762,1619,1.33E+07
3500763,1620,1.33E+07
3500764,1621,1.33E+07
3500765,1622,1.33E+07
3500766,1623,1.33E+07
3500767,1624,1.33E+07
3500768,1625,1.33E+07
3500769,1626,1.33E+07
3500770,1627,1.33E+07
3500771,1628,1.33E+07
3500772,1629,1.33E+07
3500773,1630,1.33E+07
3500774,1631,1.33E+07
3500775,1632,1.33E+07
3500776,1633,1.33E+07
3500777,1634,1.33E+07
3500778,1635,1.33E+07
3500779,1636,1.33E+07
3500780,1637,1.33E+07
3500781,1638,1.33E+07
3500782,1639,1.33E+07
3500783,1640,1.33E+07
3503484,1641,1.33E+07
3506185,1642,1.33E+07
3506186,1643,1.33E+07
3506187,1644,1.33E+07
3508888,1645,1.33E+07
3508889,1646,1.33E+07
3508890,1647,1.33E+07
3508891,1648,1.33E+07
3508892,1649,1.33E+07
3508893,1650,1.33E+07
3508894,1651,1.33E+07
3508895,1652,1.33E+07
3508896,1653,1.33E+07
3508897,1654,1.33E+07
3508898,1655,1.33E+07
3508899,1656,1.33E+07
3508900,1657,1.33E+07
3508901,1658,1.33E+07
3508902,1659,1.33E+07
3508903,1660,1.33E+07
3511604,1661,1.33E+07
3514305,1662,1.33E+07
3511606,1663,1.33E+07
3511607,1664,1.33E+07
3511608,1665,1.33E+07
3511609,1666,1.33E+07
3511610,1667,1.33E+07
3511611,1668,1.33E+07
3511612,1669,1.33E+07
3511613,1670,1.33E+07
3508914,1671,1.33E+07
3508915,1672,1.33E+07
3508916,1673,1.33E+07
3508917,1674,1.33E+07
3506218,1675,1.33E+07
3506219,1676,1.33E+07
3503520,1677,1.33E+07
3503521,1678,1.33E+07
3503522,1679,1.33E+07
3506223,1680,1.33E+07
3508924,1681,1.33E+07
3508925,1682,1.33E+07
3508926,1683,1.33E+07
3508927,1684,1.33E+07
3506228,1685,1.33E+07
3506229,1686,1.33E+07
3506230,1687,1.33E+07
3506231,1688,1.33E+07
3506232,1689,1.33E+07
3506233,1690,1.33E+07
3506234,1691,1.33E+07
3506235,1692,1.33E+07
3506236,1693,1.33E+07
3506237,1694,1.33E+07
3506238,1695,1.33E+07
3503539,1696,1.33E+07
3500840,1697,1.33E+07
3500841,1698,1.33E+07
3500842,1699,1.33E+07
3500843,1700,1.33E+07
3500844,1701,1.33E+07
3500845,1702,1.33E+07
3500846,1703,1.33E+07
3500847,1704,1.33E+07
3500848,1705,1.33E+07
3500849,1706,1.33E+07
3500850,1707,1.33E+07
3500851,1708,1.33E+07
3500852,1709,1.33E+07
3500853,1710,1.33E+07
3500854,1711,1.33E+07
3498155,1712,1.33E+07
3498156,1713,1.33E+07
3495457,1714,1.33E+07
3495458,1715,1.33E+07
3495459,1716,1.33E+07
3495460,1717,1.33E+07
3495461,1718,1.33E+07
3492762,1719,1.33E+07
3492763,1720,1.33E+07
3492764,1721,1.33E+07
3492765,1722,1.33E+07
3492766,1723,1.33E+07
3492767,1724,1.33E+07
3492768,1725,1.33E+07
3492769,1726,1.33E+07
3492770,1727,1.33E+07
3492771,1728,1.33E+07
3492772,1729,1.33E+07
3492773,1730,1.33E+07
3492774,1731,1.33E+07
3492775,1732,1.33E+07
3490076,1733,1.34E+07
3490077,1734,1.34E+07
3490078,1735,1.34E+07
3490079,1736,1.34E+07
3490080,1737,1.34E+07
3490081,1738,1.34E+07
3490082,1739,1.34E+07
3490083,1740,1.34E+07
3490084,1741,1.34E+07
3492785,1742,1.34E+07
3495486,1743,1.34E+07
3498187,1744,1.34E+07
3500888,1745,1.34E+07
3500889,1746,1.34E+07
3503590,1747,1.34E+07
3506291,1748,1.34E+07
3506292,1749,1.34E+07
3506293,1750,1.34E+07
3508994,1751,1.34E+07
3511695,1752,1.34E+07
3514395,1753,1.34E+07
3517095,1754,1.34E+07
3519796,1755,1.34E+07
3522496,1756,1.34E+07
3525196,1757,1.34E+07
3527897,1758,1.34E+07
3530597,1759,1.34E+07
3533298,1760,1.34E+07
3535998,1761,1.34E+07
3538699,1762,1.34E+07
3541400,1763,1.34E+07
3544100,1764,1.34E+07
3546800,1765,1.34E+07
3549500,1766,1.34E+07
3552201,1767,1.34E+07
3554901,1768,1.34E+07
3557601,1769,1.34E+07
3560302,1770,1.34E+07
3563002,1771,1.34E+07
3563003,1772,1.34E+07
3563004,1773,1.34E+07
3563005,1774,1.34E+07
3563006,1775,1.34E+07
3563007,1776,1.34E+07
3560308,1777,1.34E+07
3560309,1778,1.34E+07
3560310,1779,1.34E+07
3560311,1780,1.34E+07
3557612,1781,1.34E+07
3557613,1782,1.34E+07
3557614,1783,1.34E+07
3557615,1784,1.34E+07
3557616,1785,1.34E+07
3557617,1786,1.34E+07
3557618,1787,1.34E+07
3557619,1788,1.34E+07
3560320,1789,1.34E+07
3563021,1790,1.34E+07
3563022,1791,1.34E+07
3563023,1792,1.34E+07
3563024,1793,1.34E+07
3563025,1794,1.34E+07
3563026,1795,1.34E+07
3563027,1796,1.34E+07
3563028,1797,1.34E+07
3563029,1798,1.34E+07
3563030,1799,1.34E+07
3563031,1800,1.34E+07
3563032,1801,1.34E+07
3563033,1802,1.34E+07
3563034,1803,1.34E+07
3563035,1804,1.34E+07
3565736,1805,1.34E+07
3565737,1806,1.34E+07
3565738,1807,1.34E+07
3565739,1808,1.34E+07
3565740,1809,1.34E+07
3565741,1810,1.34E+07
3565742,1811,1.34E+07
3565743,1812,1.34E+07
3565744,1813,1.34E+07
3565745,1814,1.34E+07
3565746,1815,1.34E+07
3565747,1816,1.34E+07
3565748,1817,1.34E+07
3565749,1818,1.34E+07
3563050,1819,1.34E+07
3563051,1820,1.34E+07
3563052,1821,1.34E+07
3560353,1822,1.34E+07
3560354,1823,1.34E+07
3560355,1824,1.34E+07
3560356,1825,1.34E+07
3560357,1826,1.34E+07
3560358,1827,1.34E+07
3557659,1828,1.34E+07
3557660,1829,1.34E+07
3557661,1830,1.34E+07
3557662,1831,1.34E+07
3554963,1832,1.34E+07
3554964,1833,1.34E+07
3552265,1834,1.34E+07
3552266,1835,1.34E+07
3549567,1836,1.34E+07
3549568,1837,1.34E+07
3549569,1838,1.34E+07
3546870,1839,1.34E+07
3546871,1840,1.34E+07
3546872,1841,1.34E+07
3546873,1842,1.34E+07
3546874,1843,1.34E+07
3546875,1844,1.34E+07
3546876,1845,1.34E+07
3546877,1846,1.34E+07
3546878,1847,1.34E+07
3544179,1848,1.34E+07
3544180,1849,1.34E+07
3544181,1850,1.34E+07
3544182,1851,1.34E+07
3544183,1852,1.34E+07
3544184,1853,1.34E+07
3544185,1854,1.34E+07
3544186,1855,1.34E+07
3544187,1856,1.34E+07
3544188,1857,1.34E+07
3544189,1858,1.34E+07
3544190,1859,1.34E+07
3541491,1860,1.34E+07
3541492,1861,1.34E+07
3538793,1862,1.34E+07
3538794,1863,1.34E+07
3538795,1864,1.34E+07
3538796,1865,1.34E+07
3538797,1866,1.34E+07
3538798,1867,1.34E+07
3538799,1868,1.34E+07
3538800,1869,1.34E+07
3538801,1870,1.34E+07
3538802,1871,1.34E+07
3538803,1872,1.34E+07
3538804,1873,1.34E+07
3538805,1874,1.34E+07
3536106,1875,1.34E+07
3536107,1876,1.34E+07
3536108,1877,1.34E+07
3536109,1878,1.34E+07
3533410,1879,1.34E+07
3533411,1880,1.34E+07
3533412,1881,1.34E+07
3533413,1882,1.34E+07
3533414,1883,1.34E+07
3533415,1884,1.34E+07
3530716,1885,1.34E+07
3530717,1886,1.34E+07
3528018,1887,1.34E+07
3528019,1888,1.34E+07
3528020,1889,1.34E+07
3528021,1890,1.34E+07
3528022,1891,1.34E+07
3528023,1892,1.34E+07
3525324,1893,1.34E+07
3522625,1894,1.34E+07
3522626,1895,1.34E+07
3519927,1896,1.34E+07
3519928,1897,1.34E+07
3519929,1898,1.34E+07
3519930,1899,1.34E+07
3519931,1900,1.34E+07
3517232,1901,1.34E+07
3514533,1902,1.34E+07
3511834,1903,1.34E+07
3509135,1904,1.34E+07
3506436,1905,1.34E+07
3503737,1906,1.34E+07
3501038,1907,1.34E+07
3498339,1908,1.34E+07
3495640,1909,1.34E+07
3492941,1910,1.34E+07
3490242,1911,1.34E+07
3487543,1912,1.34E+07
3484844,1913,1.34E+07
3482145,1914,1.34E+07
3479446,1915,1.34E+07
3476747,1916,1.34E+07
3474048,1917,1.34E+07
3471349,1918,1.34E+07
3468650,1919,1.34E+07
3465951,1920,1.34E+07
3463252,1921,1.34E+07
3463253,1922,1.34E+07
3463254,1923,1.34E+07
3463255,1924,1.34E+07
3463256,1925,1.34E+07
3463257,1926,1.34E+07
3463258,1927,1.34E+07
3463259,1928,1.34E+07
3465960,1929,1.34E+07
3465961,1930,1.34E+07
3465962,1931,1.34E+07
3465963,1932,1.34E+07
3465964,1933,1.34E+07
3465965,1934,1.34E+07
3468666,1935,1.34E+07
3471367,1936,1.34E+07
3474067,1937,1.34E+07
3476767,1938,1.34E+07
3479468,1939,1.34E+07
3479469,1940,1.34E+07
3479470,1941,1.34E+07
3479471,1942,1.34E+07
3479472,1943,1.34E+07
3479473,1944,1.34E+07
3482174,1945,1.34E+07
3482175,1946,1.34E+07
3482176,1947,1.34E+07
3482177,1948,1.34E+07
3482178,1949,1.34E+07
3482179,1950,1.34E+07
3484880,1951,1.34E+07
3484881,1952,1.34E+07
3484882,1953,1.34E+07
3484883,1954,1.34E+07
3484884,1955,1.34E+07
3484885,1956,1.34E+07
3484886,1957,1.34E+07
3484887,1958,1.34E+07
3484888,1959,1.34E+07
3484889,1960,1.34E+07
3484890,1961,1.34E+07
3484891,1962,1.34E+07
3484892,1963,1.34E+07
3484893,1964,1.34E+07
3484894,1965,1.34E+07
3484895,1966,1.34E+07
3484896,1967,1.34E+07
3484897,1968,1.34E+07
3484898,1969,1.34E+07
3484899,1970,1.34E+07
3484900,1971,1.34E+07
3484901,1972,1.34E+07
3484902,1973,1.34E+07
3484903,1974,1.34E+07
3484904,1975,1.34E+07
3484905,1976,1.34E+07
3484906,1977,1.34E+07
3482207,1978,1.34E+07
3479508,1979,1.34E+07
3476809,1980,1.34E+07
3474110,1981,1.34E+07
3471410,1982,1.34E+07
3468710,1983,1.34E+07
3468711,1984,1.34E+07
3468712,1985,1.34E+07
3471413,1986,1.34E+07
3471414,1987,1.34E+07
3471415,1988,1.34E+07
3471416,1989,1.34E+07
3474117,1990,1.34E+07
3476818,1991,1.34E+07
3476819,1992,1.34E+07
3479520,1993,1.34E+07
3482221,1994,1.34E+07
3482222,1995,1.34E+07
3482223,1996,1.34E+07
3482224,1997,1.34E+07
3482225,1998,1.34E+07
3482226,1999,1.34E+07
3479527,2000,1.34E+07
3476828,2001,1.34E+07
3476829,2002,1.34E+07
3476830,2003,1.34E+07
3476831,2004,1.34E+07
3476832,2005,1.34E+07
3476833,2006,1.34E+07
3476834,2007,1.34E+07
3476835,2008,1.34E+07
3476836,2009,1.34E+07
3476837,2010,1.34E+07
3476838,2011,1.34E+07
3476839,2012,1.34E+07
3476840,2013,1.34E+07
3476841,2014,1.34E+07
3476842,2015,1.34E+07
3476843,2016,1.34E+07
3476844,2017,1.34E+07
3476845,2018,1.34E+07
3476846,2019,1.34E+07
3476847,2020,1.34E+07
3479548,2021,1.34E+07
3479549,2022,1.34E+07
3479550,2023,1.34E+07
3479551,2024,1.34E+07
3479552,2025,1.34E+07
3479553,2026,1.34E+07
3479554,2027,1.34E+07
3479555,2028,1.34E+07
3479556,2029,1.34E+07
3479557,2030,1.34E+07
3479558,2031,1.34E+07
3479559,2032,1.34E+07
3479560,2033,1.34E+07
3479561,2034,1.34E+07
3476862,2035,1.34E+07
3476863,2036,1.34E+07
3476864,2037,1.34E+07
3476865,2038,1.34E+07
3479566,2039,1.34E+07
3479567,2040,1.34E+07
3482268,2041,1.34E+07
3482269,2042,1.34E+07
3484970,2043,1.34E+07
3484971,2044,1.34E+07
3487672,2045,1.34E+07
3487673,2046,1.34E+07
3490374,2047,1.34E+07
3493075,2048,1.34E+07
3495776,2049,1.34E+07
3498477,2050,1.34E+07
3501178,2051,1.34E+07
3501179,2052,1.34E+07
3501180,2053,1.34E+07
3501181,2054,1.34E+07
3501182,2055,1.34E+07
3501183,2056,1.34E+07
3501184,2057,1.34E+07
3503885,2058,1.34E+07
3503886,2059,1.34E+07
